User,Isi konten,preprocessed,Date
ZonkWar,,"sebenarnya ini bukan kudeta min,prigozin hanya ingin perombakan di departement pertahanan, dia menganggap terlalu banyak korupsi dan kegagalan. klo menurutku prigozin cocoknya jadi politisi, gak cocok jadi prajurit... apalagi patriot.. tentara kok ngurusi korupsi atasnya, dg ancam konvoi.",2023-06-24 18:02:21+00:00
bagoes_Laloan,,jangan jangan alasan haji dia kabur dari jeratan korupsi kaya hrs yg ngumroh ga taunya kabur dari chat mesum..motifnya sama..di undang kerajaan arab....jangan jangan loh,2023-06-24 18:01:57+00:00
raumdeuterzz,,emg udh naluriah manusia. kita rakyat jg korupsi tp dlm hal kecil,2023-06-24 18:01:55+00:00
RfgL88,,kata siapa tandatangan multiyears apbd serta commitmen fee bukan jalan masuk korupsi??,2023-06-24 18:00:29+00:00
medcom_id,,kementerian keuangan (kemenkeu) menunggu mantan kepala bea cukai makassar andhi pramono ditahan untuk melakukan pemecatan. komisi pemberantasan korupsi (kpk) memastikan upaya paksa itu bakal dilakukan. https://t.co/pzbenj uin,2023-06-24 18:00:00+00:00
meliovann,,"_tweet bang bran, jahat banget ga sih kalo orang korupsi bansos",2023-06-24 17:58:12+00:00
iiiiooom22,,guru kok korupsi? _ri,2023-06-24 17:53:37+00:00
fanya_hakim,,"benerr maaak, kapookkk ane milih jongos party.. oligarki, monopoli, korupsi, pencitraan.. bangsat lahh.. dah minggat sono,busuk smua omongan lu.. jongos party gagal, obral janji ga ada yg pasti, bodohi rakyat pake sulap kartu gapleh,wess muak gw denger lu.. th sengsara..",2023-06-24 17:48:54+00:00
Rojir0,,"dari pelecehan hingga pungli, ketua im +: korupsi di internal kpk mulai jadi rahasia umum https://t.co/e fmkribj https://t.co/phwy re",2023-06-24 17:46:30+00:00
haruasakamol,,_wedoks _perjuangan selama pak korupsi di borgol pak anis udah ga kelihatan lagi jalan jalan naik jet pribadi kenapa ya ??,2023-06-24 17:43:52+00:00
MRONGOSASLI,,"_rusmaya emang ada skenario di bikin bentrok, khan bisa alasan pemilu ditunda periode menanti, korupsi lagi....belum kenyang....wkwkwk",2023-06-24 17:43:12+00:00
ramzi_alhak,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:38:11+00:00
Asliindonesia11,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:37:47+00:00
JoesanoP,,paling jahat dan berdosa adlh korupsi pengadaan alquran,2023-06-24 17:37:47+00:00
Asliindonesia11,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:36:14+00:00
welyywolie,,_id bener mas korupsi itu harus dimiskinkan,2023-06-24 17:35:35+00:00
SahabatGuru165,,_ri kenapa ya melihat warna merah itu selalu ingat juara korupsi?,2023-06-24 17:34:58+00:00
Jabir_Sink,,"ubaidilah lupa korupsi dana haji partai mana, haji itu masuk rukun islam lho, diembat juga..",2023-06-24 17:33:33+00:00
xgrdtx,,"orang yang korupsi itu kamu makan deh, kan nyebelin semua. prit... pelanggaran",2023-06-24 17:31:45+00:00
mbuleTele,,"_didu _ri utk nanti mustahil anies bisa jadi presiden. bahkan mungkin dia gak bisa ikut pilpres, krn kasus korupsi atau koalisinya yg bubar. andai bisa ikut pun akan tersingkir di putaran pertama, krn posisi dua besar adalah prabowo dan ganjar. itu ya, gak tahu kalau di",2023-06-24 17:31:19+00:00
iyasiapatau,,"korupsi-cucicuan-suap bonus utang..akankah jdi kearifan lokal patut dijaga? diingetin bayar utang..gak bisa bayar ngamoook,ada? ada tuh pusat ngasih contoh ditiru jg sebagian rakyat.. yg utang lebih galak dri yg ngutangi",2023-06-24 17:30:35+00:00
hsndin,,rakyat menderita punya pemimpin pembohong dan mendukung korupsi kolusi dan nepotisme,2023-06-24 17:28:35+00:00
fanya_hakim,,"kapookkk.. keboo party oligarki, korupsi, manipulasi, pencitraan, sok nasionalis, tukang sulap, tukang sihir, media bullshit, you name it.. done.",2023-06-24 17:28:29+00:00
AryaAsya4,,"seorang oknum polisi memeras itu kesalahan sgt besar, eh bisa jadi brigjen bidang ekonomi. tidak heran penegakan hukum amburadul dan korupsi merajalela. tolong. kombes yang diduga memeras naik pangkat jadi brigjen, ini penjelasan polri: https://t.co/fzqr jp",2023-06-24 17:24:49+00:00
Asliindonesia11,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:24:43+00:00
__WinxsIND_1_,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:24:41+00:00
HabibieNugraha,,"fitnah itu adlh ketika kelola dana bansos dibilang korupsi, permudah ijin usaha para investor dibilang kolusi, berpolitik dinasti dibilang nepotisme. reformasi anti kkn itu fitnah, indonesia kaya raya tp banyak utangnya itu jg fitnah. jgn di stop, kami bangga dgn pembodohan ini",2023-06-24 17:24:06+00:00
mbuleTele,,"_samosir utk nanti mustahil anies bisa jadi presiden. bahkan mungkin dia gak bisa ikut pilpres, krn kasus korupsi atau koalisinya yg bubar. andai bisa ikut pun akan tersingkir di putaran pertama, krn posisi dua besar adalah prabowo dan ganjar. itu ya, gak tahu kalau di",2023-06-24 17:23:44+00:00
jimroberto,,"gak mau ngaku kader nya korupsi, malu dgn janjinya akan membubarkan partai kalo ada kader nya yg korupsi",2023-06-24 17:23:37+00:00
xidhola947231,,"_lira melahirkan boti, gerombolannya bisu (dah kenyang) yg dianggap menoda al-maidah, bangun masjid, umrohkan marbot, tetap demo berjilid-jilid. (pasti gak sempat korupsi tow)??",2023-06-24 17:23:35+00:00
ramzi_alhak,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:23:19+00:00
Asliindonesia11,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:23:19+00:00
__WinxsIND_1_,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:23:14+00:00
eko1340,,yg seperti ini maksudnya lulusan pesantren ternama pintar mengaji pintar membuat istilah-istilah untuk proses korupsi https://t.co/ jyhft uh,2023-06-24 17:23:11+00:00
ramzi_alhak,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:20:54+00:00
Asliindonesia11,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:20:49+00:00
__WinxsIND_1_,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:20:43+00:00
Asliindonesia11,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:18:17+00:00
KigundulG,,sebutin deh yg siapa dan berapa yg di embat ....nasdem total korupsi sebesar trilyun dari menteri...demokrat total trilyun lebih yg di lakukan oleh para kader dan petinggi kemungkinan juga beye ikut ambil...dan masih banyak...,2023-06-24 17:18:13+00:00
__WinxsIND_1_,,_saga_ cara jitu anti korupsi ala ganjar pranowo,2023-06-24 17:18:03+00:00
timammmm,,tersangka korupsi ini.....,2023-06-24 17:17:12+00:00
Zafana5758,,_jsp katakan tidak pada (hal) korupsi !!!!,2023-06-24 17:08:22+00:00
AidinAzmi,,ingatttt korupsi bansosss,2023-06-24 17:06:19+00:00
mbuleTele,,"_achmadi utk nanti mustahil anies bisa jadi presiden. bahkan mungkin dia gak bisa ikut pilpres, krn kasus korupsi atau koalisinya yg bubar. andai bisa ikut pun akan tersingkir di putaran pertama, krn posisi dua besar adalah prabowo dan ganjar. itu ya, gak tahu kalau di",2023-06-24 17:05:11+00:00
HabibieNugraha,,"anti korupsi kolusi nepotisme adlh jargon ampuh era reformasi yg menggulingkan rezim orba. tp ketika yg terzolimi saat rezim orba itu berhasil berkuasa di era reformasi, mrk tak ada yg sudi tolak nikmatnya kkn. selain munafik ada kata yg lbh sopan lagi kah wahai reformasi?",2023-06-24 17:01:17+00:00
Baba97Alie,,"memasuki tahun politik, banyak yang gembosin bahwa bumn mengalami kerugian, namun faktanya menteri bumn erick thohir mampu terus meningkatkan profit bumn, salah satunya karena program pemberantasan korupsi yang berjalan dengan baik. https://t.co/wsykrdpuda",2023-06-24 16:59:24+00:00
mbuleTele,,"_samosir utk nanti mustahil anies bisa jadi presiden. bahkan mungkin dia gak bisa ikut pilpres, krn kasus korupsi atau koalisinya yg bubar. andai bisa ikut pun akan tersingkir di putaran pertama, krn posisi dua besar adalah prabowo dan ganjar. itu ya, gak tahu kalau di",2023-06-24 16:58:08+00:00
mbuleTele,,"utk nanti mustahil anies bisa jadi presiden. bahkan mungkin dia gak bisa ikut pilpres, krn kasus korupsi atau koalisinya yg bubar. andai bisa ikut pun akan tersingkir di putaran pertama, krn posisi dua besar adalah prabowo dan ganjar. itu ya, gak tahu kalau di",2023-06-24 16:57:38+00:00
rudi_makassar,,"mandalika yg dibanggakan ternyata injurney rugi t, beda dong formula yg meraup untung dan sdh terlaksana formula korupsi yg nikmati byk termasuk lingkaran rezim, hasto,suami puan,tapi apa kejagung berani?",2023-06-24 16:56:13+00:00
JokoWah33372742,,lo ada korpsinya pilih partai baru aja di jamin...druuunnn...jnng pilih partai yng kaderya korupsi di bela...ama ktum..bacapresya...aplg kdr ya...krn logikanya jka kadrnya korupsi di bela gm jk nnt brkuasa...,2023-06-24 16:54:20+00:00
Johan64048206,,kalau korupsi juga gak kaleng hahahahahahahaha,2023-06-24 16:51:41+00:00
Jerkass9,,"mestinya ngomongnya, kita ditekan,gara kader kita melakukan korupsi, jangan sampai ada kader spt itu lagi...mari kita berjuang... gitu....uuu..",2023-06-24 16:50:52+00:00
rensxie,,pernah ngak sekalipun kalian denger dari partai manapun sebuah permintaan maaf kepada rakyat atas korupsi yang dilakukan kadernya ??? ada kah???????,2023-06-24 16:50:46+00:00
Fadlipenyair,,_jsp pak harto dikritik dn dihujat habis an baik itu oleh bnyk pihak trmasuk pmberitaan media st itu soal kkn tp bgitu rezim ini lkukan hal yg sm(dinasti korupsi yg makin oarah)..apa sibutet berteriak lntang sperti dulu??? apa semua media lakukan hal yg sm? apa pnts dsbut budayawan?,2023-06-24 16:50:21+00:00
TitianRambut,,semoga korupsi tidak menghalangi anies mencalonkan diri sbg capres ke ini harus dicegah bersama.,2023-06-24 16:49:15+00:00
pinkudin,,korupsi= perjuangan?,2023-06-24 16:47:57+00:00
idmilanplus,,"mesin atm anies korupsi t, sinting nggk",2023-06-24 16:47:56+00:00
Jerkass9,,"karena korupsi, tapi di tahan, terus di anggap di zolimi ya??",2023-06-24 16:47:23+00:00
DidyAlFayed,,"utk jadi walikota tdk perlu hafal juz.. yg penting bisa memimpin, kerja keras, dan tdk korupsi. eh, satu lagi yg penting tdk ketagihan sembarang selangkangan.",2023-06-24 16:43:42+00:00
pippo_ledeng,,_malang .kompetensi memadai.( lha yokpo maneh wong calon liyane kene korupsi .memperjuangkan kepentingan masyarakat kota malang.( mbok enom adalah bagian dari masyarakat kota malang .bermoral baik (ambek ngoco tekan sedotan bengkong,2023-06-24 16:43:31+00:00
sinhunter69,,yee wajar korupsi’y juga kagak kaleng ..,2023-06-24 16:43:20+00:00
pengencilok3,,"orang mau korupsi itu udah diperhitungkan resikonya, makanya klo korupsi jgn nanggung nominalnya",2023-06-24 16:42:18+00:00
kendisdolong1,,"_ri hrs kerjasama, gotong royong, respek thdp partai lain, jgn ada keangkuhan dan perjuangkan kesejahteraan rakyat, adil serta pantang korupsi, insya allah tujuan mbak puan tercapai.",2023-06-24 16:42:02+00:00
TamongPanji,,beranikah _ri membongkar mandeknya proyek di bumn stlh dapat pmn cuan triliun ?dan sirkuit mandalika? daripada sibuk bongkar formula tapi tak ada bukti korupsi. cc _ri buktikan fir https://t.co/xxcbxrpz,2023-06-24 16:40:08+00:00
emas76800,,selamat juara korupsi se indonesia menolak lupa dg jejak digital yg sangat kejam.. mega korupsi paling top markotob jos ghandos dhes mbleghedes bedes adalah tidak lain dari sekjen partai nasdem jhonny plate trilliun..,2023-06-24 16:39:10+00:00
KhalidDian04,,"itu yang saya rasain hampir thn ini, korupsi merajalela dimana ..., di atas, dibawah, samping kiri, samping kanan....",2023-06-24 16:38:05+00:00
iklycswd,,gimana kalo ternyata mereka yang korupsi itu ada yg sebenernya ga korupsi? tapi (bisa jadi) dijebak dan dikambinghitamkan oleh yang emang bener korupsi?,2023-06-24 16:37:33+00:00
nandiwardhana81,,"yang sudah jadi tersangka tidak dipecat dari partai berpotensi blunder karena seakan"" partai kurang tegas akan komitmen anti-korupsi. lebih baik introspeksi keras ke kader dan menunjukkan ketegasan komitmen partai kepada rakyat.",2023-06-24 16:36:43+00:00
prastsumadi,,_as benar sekali. entah dr pdip ataupun dr partai koalisi pemerintah yg korupsi harus kita lawan bareng.,2023-06-24 16:36:24+00:00
legreason,,"tolong diperjelas, yg melakukan korupsi itu ""partai"" atau ""kader partai"". partai itu institusi, kalau kader partai individu. silahkan cek putusannya, siapa yg divonis bersalah.",2023-06-24 16:34:20+00:00
girsang_smile,,"kpk ingatkan kemendikbudristek waspada dari segala praktek tindak pidana korupsi, ini kata firli bahuri https://t.co/mo pjb edr",2023-06-24 16:33:50+00:00
Agusanw21921549,,ke kolong jembatan mengumbar janji. setelah berkuasa lupa lagi. korupsi lagi. begitu siklusnya setiap lima tahun sekali.,2023-06-24 16:31:56+00:00
WAHYU_UNIFORM,,"serba repot klo ada parpol ga nyetujui auto dikampanyekan untuk tdk dipilih oleh para kades padahal, makin lama masa jabatan makin mengokohkan potensi nepotisme, kolusi, dan memperbesar peluang korupsi",2023-06-24 16:29:05+00:00
ilnazir,,korupsi trilyun partai apa,2023-06-24 16:28:55+00:00
Pamanvegeta,,berarti kalo nggak dukung anies gapapa gitu pak kadernya korupsi?,2023-06-24 16:28:40+00:00
EkoMary12273619,,"tunjukan partai saja yang ada di dpr yang orangnya gak korupsi, ingat jaman orba ada partai penguasa korupsinya lebih dari",2023-06-24 16:28:39+00:00
KejaksaanRI,,wakil jaksa agung dr. sunarta melaksanakan kunjungan kerja ke kejati ntt dalam rangka asistensi zona integritas menuju wilayah bebas dari korupsi (wbk). https://t.co/oluuzi eoo,2023-06-24 16:26:16+00:00
rasbwerryy,,"_app maju terus pak ganjar, musnahkan korupsi di negara kita ini!",2023-06-24 16:25:55+00:00
awroxra,,_app pemimpin seperti pak ganjar yang peduli dan membantu rakyat indonesia untuk hilangkan korupsi,2023-06-24 16:25:37+00:00
haris_sutami,,"iya,,pak,,tp bisa menekan korupsi,,juga ga,pak.",2023-06-24 16:25:15+00:00
aphroxditee,,_app semangat memberantas korupsi di negeri ini pak!,2023-06-24 16:24:50+00:00
HMMurah3,,korupsi kok tukin https://t.co/ ortpvkxvx,2023-06-24 16:24:42+00:00
alibiboliby,,"kalo udah patungan semua buat bayar utang negara, eh di korupsi. gimana dah tuhh?",2023-06-24 16:24:40+00:00
nevwermore,,"_app ini lah calon pemimpin negara kita bapak ganjar pranowo, yg bisa menegaskan untuk tidak korupsi",2023-06-24 16:24:35+00:00
augajelaz,,"ini negara udh dibuat bancakan sm elit politik... semua dapet... oposisi aja dapet, apalagi koalisi.. bung fahri pasti tau krn udah pernah di dalem, tau busuknya elit indonesia, tapi tak berdaya, krn korupsi adalah sistem yang sudah menjadi budaya",2023-06-24 16:24:18+00:00
jexlousyx,,_app bapak ganjar adalah calon pemimpin di negara kita .semoga menjadi pemimpin yang bisa menghilangkan korupsi,2023-06-24 16:24:11+00:00
nootherlovxe,,"_app pak ganjar berani melakukan perubahan dan melawan korupsi, saya selalu dukung trs",2023-06-24 16:23:45+00:00
EkoMary12273619,,"pernah alami hidup di jaman partai beringin berkuasa, korupsi waktu itu seperti apa",2023-06-24 16:23:43+00:00
musichalypse,,"_app tegas kan terus untuk para koruptor di indonesia, agar jera untuk korupsi.",2023-06-24 16:23:33+00:00
lvlouist,,"_app semangat terus pak ganjar, pasti bisa hilangkan korupsi",2023-06-24 16:23:17+00:00
flowrisxt,,"_app jngt takut pak kita sllu dukung, bebaskan dr korupsi",2023-06-24 16:23:04+00:00
FahrulMch,,ingat ini partai yg kadernya korupsi https://t.co/cqljqseknd,2023-06-24 16:23:01+00:00
chocolavwa,,"_app hilangkan korupsi di negeri ini pak, saya dukung",2023-06-24 16:22:53+00:00
hamsasusianto,,_jsp korupsi paling jahat... korupsi bansos,2023-06-24 16:20:43+00:00
JuniorPrangko,,_timur _chotimah slogan mboten korupsi dari bapak ganjar pranowo telah diimplementasikan sehingga jateng mendapat penghargaan dari kpk presiden jokowi senantiasa di hati dan bapak ganjar pranowo adalah sosok yang sudah di nanti https://t.co/jou phfwyr,2023-06-24 16:19:18+00:00
JokoHar67908821,,"lembaga yg dirusak oleh pimpinannya sendiri:dari pelecehan hingga pungli, ketua im +: korupsi di internal kpk mulai jadi rahasia umum https://t.co/ht lyxynuy",2023-06-24 16:16:32+00:00
FryStywan,,korupsi keliling,2023-06-24 16:14:07+00:00
Rawit234234,,_ri bersihkan dulu dan pastikan dulu internal kalian itu memang punya integritas dan anti korupsi sebelum menyuruh orang lain. itu kasus pungli di rutan kpk sudah sampai mana penanganannya? sudah tau rekg gunawan itu siapa? sudah periksa waltah berinisial u?,2023-06-24 16:12:33+00:00
PusdiklatANRI,,"saat ini pusdiklat kearsipan sedang menuju zona integritas wilayah bebas dari korupsi. apabila terdapat indikasi fraud (kecurangan), dapat disampaikan pada layanan pengaduan yang tersedia melalui https://t.co/xzcpthahce",2023-06-24 16:12:28+00:00
Qurni48,,"lha kl ditemukan alat bukti cukup apa mau dibiarkan supaya tdk diproses hukum mus kata mas smkn kamu ini membuat framing junjungan mu tdk korup, makin juga dianggap aparat terlibat tindakan korupsi di kasus formula e..",2023-06-24 16:11:05+00:00
FerdinandusSaja,,"mus, bukan kau yg menentukan anies korupsi atau tidak. otakmu kemana sih? demikian takut kl anies jd tersangka? lalu kau coba buat narasi akan ada social unrest? buang aja deh gelar akademismu.",2023-06-24 16:09:39+00:00
tuyulpasadena,,besok bahas dampak dari meningkatnya angka korupsi terhadap tingkat pertumbuhan anak usia dini untuk meminum susu yang dibeli dengan uang hasil kerja keras,2023-06-24 16:09:15+00:00
Badutsd,,"jir padahal mah aing kerja jujur sesuai data yang masuk, tapi kenapa aing di curigai, apa karena bayaran nya terlalu gede gitu? korupsi jga buat buat apa? makin lama makin gak beres ni manajement. emang gak boleh apa bayaran sama dengan yang lain walau beda",2023-06-24 16:09:05+00:00
lapmipky,,kejati banten didesak hmi serius tangani kasus korupsi samsat malimping dan hibah ... https://t.co/gi qbrtrz https://t.co/unbpsjg,2023-06-24 16:07:27+00:00
MulyantoAdi3,,"nggak perlu saling menghujat,biarlah suara terbanyak yg menguasai depok,siapapun calon nya yg penting tidak otoriter,anti korupsi,dan mau memajukan perekonomian. semua pasti setuju. jangan lihat dari partai apapun.(",2023-06-24 16:05:58+00:00
luvvantekoo,,"dibanding mikirin gimna dpt duit m, aku malah mikir gimana kalo bapak nya sih celina itu bangkrut krna terungkap byk korupsi trs masuk penjara dan keluarga nya ga punya apa wkwk ihh jahat bgt yak ketikan gue",2023-06-24 16:05:56+00:00
RepelitaO,,"dari pelecehan hingga pungli, ketua im korupsi di internal kpk mulai jadi rahasia umum! https://t.co/nvyxt vhp",2023-06-24 16:04:12+00:00
kawanlangitku,,kalau yg berkuasa dan palinh banyam duduk di.parlemen itu korupsi itu hal yg lumrah hampir semua partai paada korupsi nah kalau yg ga punya partai tapi kerjanya kelebihan bayar bahkan pohon saja di maling bagaimana nanti kalau berkuaasa,2023-06-24 16:03:53+00:00
Rantie_Ry,,partai korupsi bts,2023-06-24 16:02:55+00:00
ngakmunabeneran,,"@__anakkolong partai kerusuhan sejagat, partai korupsi selangkangan sapi berisi arab sejenis capres anies pembohong dan arab pesek lainnya.",2023-06-24 16:00:51+00:00
