original,clean
@Natural_michin @yo2thok tunggu UU pemberantasan korupsi disahkan...,
@P3n99u94t Mantan korupsi orasi😄😄😁,
"@Dennysiregar7 @ganjarpranowo Saya pikir p Andika paling tepat. Utk tingkatkan backup power, juga kemampuan manajemen yg hebat. P Mahfud harus tetap pegang komando dlm bd Hukum, korupsi&amp; radikalisme. P Erick hrs urus Bisnis negara...",
"w ngapernah iri sama orang yg idupnya mahal dan selalu beli barang mewah--krn jilat atasan/korupsi/kerja palugada bukanlah jalan ninjaku

w irinya sama orang yg idupnya santai bisa ngudud ngeteh di teras pagi-pagi sambil liatin burung terbang!!!!",
@wongAyoe2021 @ganjarpranowo @mahdiequintana @AyamSegar3 @koecing_pasar @Indones1aku @YusuwaW @aan_muba @DoddyPrasetyo19 @Citrasena_ydt @Joker_Wedoks menyelamatkan generasi muda dengan membangun mentalitas anti korupsi,
"@MuhiqR @a_rogansi @choymarkochoy @PramukhtikoS @Okta_Roza @Dunianyasantai @DE_Sapta5 @_qaireen084 @NohCeukenohhh @Mayapada0812 @AnKiiim_ Untuk korupsi saya memang goblok, kalau hitung-hitungan selisihnya 1 atau 2 rupiah wajar, tapi kalau lebihnya sampai berpuluh-puluh miliar, beratus-ratus miliar bahkan triliunan, saya gak segoblok gabener pilihan kadrun dungu. https://t.co/f3TxuOISEM",
@NasDem @aniesbaswedan Orang ngaco didukung. Giliran menteri ditangkepin krn trbukti korupsi teriak2 dizolimi. Ngaco juga lu ah...,
@Maia271430 @kemendagri MPP meminimalisir korupsi,
"@DMoerhadi @propaganda_99 @David68159347 @florieliciouss @AnikMuchtarom @StefanAntonio__ @are_inismyname @prabowo @bengkeldodo @BANGSAygSUJUD @azissubekti @Kimberley_2024 @DarekaRendy @Chaves1305 @AndreasSolusi @KemenPU ketik aja di google...

""bendungan PUPR tersandung korupsi""

ntar keluar",
"Kapolda Metro Jaya Irjen Karyoto menyatakan telah menemukan alat bukti yang cukup untuk meningkatkan status dari penyelidikan ke penyidikan atas kasus kebocoran dokumen hasil penyelidikan korupsi di Kementerian ESDM yang melibatkan Ketua KPK Firli Bahuri.
https://t.co/IiSpSy3chj",
"@nazaqistsha Orang lain korupsi dipenjara. Pegawainya sendiri korupsi dan mesum cuma kena sanksi etik. Gimana gak rusak negara ini, pejabatnya pada gak punya malu.",
"@ilhamsatriya7 Nah iya kan, tapi karena kasus kedua itu judul dakwaannya sama sama ""korupsi"" jadi media juga kadang lebay kalo ngasih berita dan pembaca juga akhirnya ikutan kebawa

Ya walopun kasus yg pertama juga pasti banyak",
@kakak_ica @kemendagri MPP untuk meminimalisir korupsi,
"@Fauzismail24 @alfiandri96 @TretanMuslim Apakah etis bisa buat orang kenyang? Pertanyaan klasik yg bagus. Inilah kenapa ada korupsi, perang, pelacuran dan kejahatan lain",
@yon095403130844 @geloraco Itu sudah SOP hahah,
"@aninditoaw Jadi kadang2 klo liat orang korupsi suka kasihan. Bisa jadi dia ""kepeleset"" karena gagal paham. Tapi kalau dibalikin lagi pertanyaan, apa dia salah? Ya tetep salah sih. Tinggal seberapa besar kesalahan dia nanti berdasarkan putusan. 😅",
@fwlare @kemendagri MPP untuk meminimalisir korupsi,
"@Le_Annabo Setahu saya
Semakin bnyk kader yg korupsi
Semakin besar peluang
Partainya sebagai penadah",
"Manipulasi dan Korupsi Terkait Perusahaan Kelapa Sawit Indonesia 

Taipan oligarki mengendalikan banyak perusahaan kelapa sawit melalui struktur kepemilikan perusahaan yang tidak jelas – dengan sangat rahasia.
https://t.co/9eCECmdMdx",
"@KKusumawardani Kalau potensi kerugian dianggap korupsi, makin serem dong. udah uang gak dapat, bayar denda dan masuk penjara pula.",
@KPK_RI Sebegitu ketatnya dan kerasnya penanganan korupsi kalau sanksi hukumnya bukan pidana mati dan potong tangan manusia tidak akan takut,
"Harda memberikan dukungan kepada KPK untuk terus bekerja memberantas korupsi.
  https://t.co/BDgg4FZ015",
"@tohir_extrem Bangga banget dgn kasus lama
Pun sudah mengakui

Ganjar dong lngsung capresnya
Senyap
E KTP ynya 
Norak ga
Norak ga

Ga lah
Ambruk moralnya
Capres ko punya kasus korupsi yg di senyapkan
🙄",
"@OnesSalman16660 Apakah bisa kita maklumi?
Tentu tidak boleh..

Apalagi KPK adl lembaga pemberantasan korupsi, bekerja dgn basis Integritas dan mjd percontohan",
"Waduhhh…
Gimana ini Den AS @yon095403130844",
"Selamat menikmati yah om, 
Nanti ke luar bisa menikmati tuh duit yg 6.9 T, 6 tahun sebentar, belum dapat remisi dan kelakuan baik....
Itung di penjara mah tapa lah...
Lain kali korupsinya lebih gede lagi om, di Indonesia mah korupsi udah jadi budaya ko, bisa jadi warisan dunia",
"Korupsi Pengajuan Klaim Asuransi Poktan, 3 Terdakwa Dituntut Variasi https://t.co/FtNxhRnqWP",
@ch_chotimah2 GANJAR HARUS DI CAWE CAWE JELAS TERLIBAT KORUPSI E KTP  MENERIMA UANG Rp.500.000 US $,
"@pengarang_sajak Otak elu hasil revolusi mental yang keblinger.
Bukan mengaplikasikannya agar rakyat dan negara maju,eh malah sibuk memusuhi keturunan Arab.
Padahal yang KORUPSI 100% orang China,bukan bangsa Yaman.",
"@JhonniSinaga20 @Opowaelahkeno77 Klo tuntutan hanya segitu² doang, sama aja mengundang suburnya korupsi.
Tidak ada pelajaran yg dpt diambil dari situ. 
.
.
.
@kpk
@KejaksaanRI
@Kemenkumham_RI 
@MahkamahAgung 
@mohmahfudmd",
Sekelas Ketua KPK itu sudah bisa dipastikan banyak penyimpan kasus-kasus korupsi pejabat. Coba aja ditersangkakan kalo nggak tambah ruwet urusannya. Kecuali nanti sudah nonaktif https://t.co/q2LOQMneoo,
"@aninditoaw Dulu pernah ambil matkul Anti Korupsi, setelah lulus matkul tsb ada perspektif baru soal pelaku korupsi. Satu, pelaku memang niat memperkaya diri dan menghalalkan sgla cara. Kedua, pelaku ""gagal paham"" dengan suatu sistem yang berjalan dimana akhirnya dianggap merugikan negara.",
"@DMoerhadi @propaganda_99 @David68159347 @florieliciouss @AnikMuchtarom @StefanAntonio__ @are_inismyname @prabowo @bengkeldodo @BANGSAygSUJUD @azissubekti @Kimberley_2024 @DarekaRendy @Chaves1305 @AndreasSolusi pantesan beberapa lokasi bendungan tersandung kasus korupsi...

ternyata begini kualitas bekas anak buah pak Basuki @KemenPU ...

kasihan pak Basuki...",
"@ekowboy2 Kalo pohon mahoni yg dibabat, boleh yaaa...

Buat Anies korupsi jg boleh. Tapi dikiaskan namanya jadi kelebihan bayar, salah hitung, salah ketik",
"@nazaqistsha Bubarkan saja KPK, tidak ada gunanya, Dewas lemah, Ketua KPK sendiri berkasus tapi dilindungi Dewas, serahkan pemberantasan Korupsi pada Kejaksaan dan Polri saja, mudah2an berhasil🙄",
@salihinjr @RamliRizal Pencucian uang kata lain dari korupsi. Sama saza artinya dgn perampok,
"@PramukhtikoS Saya pikir, mesti di investigasi dulu, Bro. Kalo terbukti ada kekeliruan atau ada Kesewenang2an mgkn bisa saja di eksaminasi",
"@freeyadrg malah kaya edukasi ttg rp 😭😭, berita kekerasan, korupsi kurang laku kayanya jadi bikin berita ttg rp 😭",
"@Lintas_Jaman Wah, sepertinya korupsi masih menguntungkan.",
"Copot segera ketua KPK,agar pembarantasan korupsi dapat berjalan secara independen",
@SobiriniriboS @Sumardi_T @BuniYani Seperti partai yg korupsi daging sapi,
"@h_6usti @kumparan Sehrsnya anda bangga. Sy saja bangga krn tdk menyogok dan mmbuat polisi jadi korup. Dan sy mmbuktikan bhw trnyata polisi tdk korupsi. Justru warga yg mmancing polisi utk korupsi dgn mmilih mnyogok drpd ikut test.
Spanjang pngetahuan sy mrk mnyogok bukan krn tdk mampu tp krn malas",
@ruliemaulana Lebih luas dari itu sih mas dekripsi korupsi😅,
@yon095403130844 @KompasTV @ListyoSigitP Betul bangetttt,
"@detikcom Kalo terbukti korupsi ya harus dipenjarakan, dan kalo terbukti ya harus konsekwen dgn yg pernah diucapkan surya paloh...
Akankah Nasdem akan dibubarkan ?
Kalo Surya Paloh gentle, harusnya bubar🤪🤪🤪🤪🤪",
"@yon095403130844 @sarah_enjeuLL @aniesbaswedan Rerata emang sih.
Antara jinjingan dan junjungan sama2 Victor wakaka",
"@yon095403130844 Padahal sudah banyak korbanya, den. 
atau tgg viral dulu kah🤣",
"@geloraco Bodoh dan dungu sesunguh itu ya anggota DPR RI, yg tuntutan sprti diakomodir. Pas UU  Perampasan aset hasil korupsi diam saja",
"SIDANG TINDAK PIDANA KORUPSI!!!

Jumat 23 Juni 2023, bertempat di Pengadilan Tindak Pidana Korupsi pada Pengadilan Negeri Bandung, Penuntut Umum pada Kejaksaan Negeri Kabupaten Bogor melaksanakan sidang tipikor Penyalahgunaan Pemanfaatan Belanja Tidak Terduga Tanggap.. https://t.co/n9bR8hlCxu",
"@oldman5252 @ihsanbiantoro @theforge8888 @KKusumawardani Korupsi itu bila memperkaya diri sendiri atau orang lain dengan cara melanggar hukum. Ini kan ngga jelas memperkaya siapa dan ngga jelas apa hukum yang dilanggar.

Juga di aturan PBJ sekarang persoalan administrasi lelang ga boleh dinyatakan pidana.",
"narkoba no ❌
korupsi no ❌
kim doyoung no wa nya brp? https://t.co/wPpoIhclky",
"@PartaiSocmed Dulu saya pikir sarang korupsi hanya di DPR dan MPR, ternyata kementrian itu lebih jor-joran apalagi kongkalikong dengan DPR untuk memuluskan sebuah tanda tangan",
@musniumar Tdk mkn duit tdk memperkaya diri tp memperkaya diri org lain atau korporasi itu jg termasuk korupsi???,
"Yang bikin Ganjar berbeda dengan politisi lain, kalo yg lain cuma teriak korupsi tapi kalo Ganjar bukan hanya teriak tapi juga membuktikan dengan tindakan.
Ga mempan di suap, pungli dihajar habis.

#GanjarUntukSemua 
#LanjutkanBersamaGanjar https://t.co/qOKX0ySy8m",
"@JohnAquinoo @JoshGrobax @bachrum_achmadi Wah gak bisa door prize lagi krn 8T udah diembat Dirut Basis Investment yg 99% sahamnya milik suami Puan ya..? Duit korupsi 8T lari kemana, dibeliin gunungan sembako merah itu..?? 🤕
https://t.co/iHWliObZqG

https://t.co/krRfbNMcUR",
"KOPI

Korupsi itu ibarat nyruput kopi yang lagi mendidih. Kelak kopi tsb yg saat mendidih itu diambil. Padahal bukan haknya. Merasuki sendi2 usus, lambung dll. Akan merasuki seluruh daging. Niscaya, peminum kopi yang mendidih akan....

#Kopi

#MasSay #DiskusiHukum #PedangKeadilan https://t.co/e8IzjSTYiA",
"Dana Korupsi Proyek BTS Mengalir Rp 500 jt/ bulan ke sejumlah Agt DPR, Pengakuan Tersangka A Achmad Latif dan Irwan Heryawan (BAP).
https://t.co/KWO8kVhmP2
@Nordicblackmtl @edwinfishnsalt @Yonno06667468 @aguskuswanto151 @EMuliantoro @muispebrianto @LaingenLisa @LanangJagad31",
@msobri99 Lah bukannya yg korupsi pembantu junjungan cebong?😀😀😀😀,
@musniumar Kalau memang benar melakukan korupsi apa kamu akan membelanya Mus???,
@salihinjr @RamliRizal Apa bedanya hasil korupsi di cuci,
"Manipulasi dan Korupsi Terkait Perusahaan Kelapa Sawit Indonesia 

Taipan oligarki mengendalikan banyak perusahaan kelapa sawit melalui struktur kepemilikan perusahaan yang tidak jelas – dengan sangat rahasia.

https://t.co/i2syrupIyU",
"@dennyindrayana nanti banyak gubernur petahana n pejabat daerah yang mau  mencalonkan diri jadi bupati walikota atau gubernur rame 2 korupsi,  partainya bilang KPK atau kejaksaan akan mentersangkakan mereka itu penjegalan, deny lagi ngajarin jadi koruptor yg aman👎😡🍺",
"Info Daerah

Kamis 22 Juni 2023 Kajati Jatim, Dr. Mia Amiati, SH dengan didampingi para asisten mengadakan pers realesse terkait dengan Penyidikan Koneksitas Tindak Pidana Korupsi Dugaan Penyimpangan Penggunaan Dana Yang Dikeluarkan PT. Sier Puspa Utama Di Surabaya. https://t.co/B1VGx0aomf",
@RamliRizal Korupsi dimana mana ..kok.pada adem pejabat,
@DemokrasiMartir Tidak layak dimaafin. Karna KPK itu seharusnya menjadi lembaga yg paling bersih dari korupsi sesuai dgn  namanya. Tapi melihat kualitas KPK yg sekarang di bubarkan itu lebih layak,
"UMNO kalau pandai jadi kerajaan, tak tumbang  PRU14 dgn PRU15..

Jatuh UMNO bukan sbb fitnah. Sbb byk kerosakan dibuat. 

Tidak takde Jabatan Kehakiman US beku aset yg dibeli guna duit 1MDB. 

Tiap2 sekor ada rasuah, korupsi, salah laku.

Perasan tak buat salah. Bodoh.",
"@arcx13 Tapi tuan kalau ikut sejarah Islam, antara langkah yang diambil oleh Umar al Khattab utk mengelakkan salah laku dan korupsi adalah dengan menaikkan gaji para hakim. Ada dalam beberapa rekod, dinaikkan sampai 500 dirham dan dpisahkan fungsi jabatan kehakiman daripada jabatan lain",
"Dana Korupsi BTS Rp 500 jt/bulan mengalir ke sejumlah anggota DPR. Johnny Plate minta Rp 500 juta/bulan. Pengakuan Tersangka Achmad Latif dan Irwan Heryawan (BAP).
@duniabulat5 @adi6_fachry @BenkzNdid @Indones1aku @EMuliantoro @Bambang_Budimab @hongkiy1 https://t.co/KWO8kVhmP2",
"@sarah_enjeuLL @aniesbaswedan usut, patut diduga korupsi",
"Yang hafidz Quran, melaantunkannya dgn Alhamdulillah banyak. Sayang,  banyak pula dari mereka yg menyebarkan berita bohong,  edit video,  tuk menyerang lawan politiknya, bahkan lewat ayat dan mayat. Saya yakin orang @PKSejahtera pada pinter ngaji,  tapi..korupsi,  cabul,  KDRT",
"@Gi_N0ng Yg korupsi benih udang,
Menteri sosial sebelum Risma
Bukannya dr Gerindra?",
"@ihsanbiantoro @theforge8888 @KKusumawardani @ruliemaulana Jadi dia ttd aja ya, tanpa tahu kalau pelaksanaannya di korupsi, mungkin dia percaya sama anak buahnya dan anak buahnya ini yang main gitu, kayaknya 🤔",
@sahaL_AS @bonnietriyana @tatakujiyati @YouTube isunya pa anies itu di ganti karna masalah penertiban ijasah ...dan katanya ada petinggi republik konoha yg ijasahnya palsu apa itu bner. .dan akhirnya pa anies dibfitnah dg korupsi di perpustakaan,
"Kader anda kan di penjara karna korupsi? 
Apa anda menyarankan tetap berjuang untuk korupsi sekalipun di penjara resikonya @NasDem ?",
"@msobri99 Nama nt Muhammad tp juluki sesama muslim kadrun, baiknya nama nt ganti sj dg Michael at Lee Chong Wei, trkait korupsi BTS g mngkn hanya sekjen nasdem yg trkena, ada dugaan keterlibatan Dirut perusahaan suami puan, krn g mngkn Dirut melakukan korupsi kl tanpa instruksi bosnya",
@hc_poirot Nggak bisa bedain korupsi (krn pemakaian APBD nggak bener) dengan utang! 😄😄,
"@BuniYani kalo ketum partai korupsi sapi bagaimana, boleh?",
"Benar2 rusak KPK di era Firli ini. Pimpinannya doyan melanggar etik, pegawainya memeras tahanan, skrg berbuat amoral dg tindakan asusila.

Yang beginian ditambah pula masa jabatannya. Matigaya sekali pemberantasan korupsi di negara ini.",
"Bah, akhirnya bah.... Hukum Allah bergerak bah 🥺 sayang pian sdh bulik bedahulu....

Abah pasrahkan abah disambati korupsi macam2. Sekarang Allah begimitan menghukum orang itu.. Terimakasih ya Allah

Kada abah sabar semasa hidup",
"Pengakuan tersangka Korupsi BTS Anang Achmad Latif dan Irwan Heryawan (BAP): Setengah Rp M saban bulannya mengalir ke sejumlah anggota DPR. Johnny Plate meminta Rp 500 juta/bulan.
https://t.co/KWO8kVhmP2
@jenong26297101 @gundala2221 @bumijo1964 @nono_pramono @EllyKoro @BHD_8",
@DAzp16 @ganjarpranowo Kagak korupsi jd kelebihan bayar,
"@suhendar7945 @BonggoBories @AiraAfniAmalia @tvOneNews Lepas krn saat itu novel bawesdan yg saudaranya melindunginya.
Kasus : korupsi anggaran pameran buku di jerman.
Itu berita saat itu shg dipecat..",
"@RyaWiedy Benar juga, jika melihat dari judulnya, positif ada korupsi di Formula-E",
@KompasTV Waduuuh....koq bisa bgmn pengelolaan management nya...pendidik sprtinya mengajari anak didik mengenal korupsi🙄,
@mardigu024 Contoh kerusakan mental paling parah. Korupsi salah satu cara cepat jadi millionaire??? Kata sambutan yang hebat... 🥳🥳🥳 Rusak mental Indonesiaku. @mohmahfudmd @jokowi @KPK_RI @KejaksaanRI @DPR_RI https://t.co/F0YKo4bOxB,
"@R4den_Mahasura Karena khilafah telah merugikan negara , menumpuk utang IMF  , merusak hutan, korupsi bansos,   mengkonsumsi narkoba, memakai senjati api,  membunuh aparat  di papua.  Memisahkan diri dari Nkri menjadi papua merdeka. 😁😀",
"@RamliRizal Ngakunya Doktor...tapi bikin statement ngaconya minta ampun. 349 T itu BUKAN KORUPSI, tapi pencucian uang..jd tdk ada uang negara yg dirampok. Laporan transaksi mencurigakan ini sudah dimulai SEJAK 2009...itu era Jokowi? Sudah keblenger nih orang...sama bodohnya sm org2 disini.",
"@Lintas_Jaman Wah sisanya banyak ya. Gini nih, klo mau korupsi yg banyak sekalian. 😁",
"Nyatanya, di AS itu, mempermainkan dan jual-beli hukum adalah yg biasa. Praktik korupsi dan pemerasan pun bukan hal yg asing di negara itu.",
"KPK Bergerak Jika Ada Unsur Korupsi Ekspor Ore Nikel Ilegal ke China
https://t.co/FVWiQMtPO8",
"#TemanPemilih, Komisi Pemilihan Umum Kabupaten Karangasem menghadiri kegiatan Asistensi enyusunan Laporan Keuangan Semester 1 Tahun Anggaran 2023 dan Sosialisasi Anti Korupsi di Ruang Rapat Kantor Pelayanan Perbendaharaan Negara (KPPN) Amlapura, Jumat (23/6). https://t.co/GuTcjhOhyf",
"Mitigasi Korupsi Tanpa UU Rampas Aset &amp; UU Batasi Transaksi Kartal Maksimal 5 Juta. Itu Bulshit..
@PDI_Perjuangan @Gerindra @golkar_id @PDemokrat @DPP_PKB @PKSejahtera @NasDem @DPP_PPP
Cc @jokowi @mohmahfudmd @budimandjatmiko @KompasTV @Metro_TV @tvOneNews @CNNIndonesia https://t.co/2ZJYG0upQP",
"@Lintas_Jaman Kalau mau korupsi di +62 jangan dikit, kalau korupsi besar bisa bagi² jadi dapat hukuman ringan.",
"@sosmedkeras pasti duit anggaran untuk perpisahannya udah di korupsi, namanya aja negara polandia",
"@msaid_didu Disatu sisi mempercayai kemampuan insinyur kita, disisi lain perilaku korupsi sudah mendarah daging kemana2.",
"Kasus korupsi itu bukan masalah yakin dan nggak yakin, faktanya selama memimpin Jakarta juga sering kelebihan bayar si yohanies https://t.co/Asw5KaYSVU",
@detikcom Krna korupsi🤣🤣🤣🤣nyungseb2 dah,
"KPK ko Korupsi 😏

siapa sih pimpinanya 

https://t.co/MGsRrxe8Mm",
"Wah, Anies &amp; Denny Tersangka Korupsi Nih... 

NasDrun &amp; Democrot Koalisi Pepo Tambah Panik Nih...",
KPK Tegas Akan Tindak Ekspor Ore Nikel Ilegal ke China: Jika Ada Unsur Korupsinya #China #EksporNikel #Korupsi #KPK #Nikel  https://t.co/rH18ivilff https://t.co/awplgDXULH,
"Saya belum baca buku @TodungLubis ini. Tapi saya lagi nebak2 kenapa memasukkan gambar penggusuran paksa Pasar Ikan/Kampung Akuarium di buku soal perang melawan korupsi? 

Apakah mau bilang: yg gusur paksa = koruptor? Gitu? https://t.co/PFReCT8umw",
"@PresedentBuzzer @tempodotco Dulu jadi oposisi saja juara korupsi, apalagi sekarang 🙈🙈",
@Gi_N0ng Bukan ukuran ada tidaknya suatu partai yg kadernya tidak korupsi menjadi pemimpinnya bagus semua ada rekam jejak kelebihan dan kekurangan masing-masing capres.,
"Komjak Minta Kasus Korupsi Tukin Pegawai di Kejari Bandar Lampung Ditindak Tegas, Jumat (23/6/2023)

Baca Selengkapnya di:
https://t.co/9813zBLCTH",
"@Aryprasetyo85 Jadi gak usah percaya ama kaum yg hanya membanggakan sorban, daster, peji, sarung, hijab mulutnya fasih melafalkan ayat2 suci tapi perilaku dalambya ancur. Kasua Inses, LGBT, korupsi kader peeska disana banyak sekali, sok razia hotel. Mendingan diriku gaul ama yg apa adanya",
"@KPK_RI Gila loe cok, ngorek2 kesalahan org lain dengan d paksakannya org itu biar jd tersangka tp justru kalian sendiri yg kebongkar aibnya, pungli d rutan kpk udh sampe mana woii, parah parah lembaga anti korupsi tp malah pada korup, kalian ini gk pantas berada di kpk.",
"@Mdy_Asmara1701 Tenang pejabat2 di indo ga doyan korupsi kok...
Makanya ga di pikiran bagian korupsinya!!!",
